RECEPTOR,odorant,SMILES,output,Protein sequence
AgOr61,isoamyl-acetate,,2,
AgOr63,isoamyl-acetate,,30,
AgOr64,isoamyl-acetate,,-18,
AgOr65,isoamyl-acetate,,12,
AgOr66,isoamyl-acetate,,-24,
AgOr67,isoamyl-acetate,,-23,
AgOr73,isoamyl-acetate,,-13,
AgOr75,isoamyl-acetate,,108,
AgOr76,isoamyl-acetate,,-13,
AgOr1,ethyl-propanoate,,-20,
AgOr2,ethyl-propanoate,,5,
AgOr3,ethyl-propanoate,,-14,
AgOr4,ethyl-propanoate,,45,
AgOr5,ethyl-propanoate,,2,
AgOr6,ethyl-propanoate,,45,
AgOr8,ethyl-propanoate,,-7,
AgOr9,ethyl-propanoate,,55,
AgOr10,ethyl-propanoate,,1,
AgOr11,ethyl-propanoate,,23,
AgOr12,ethyl-propanoate,,87,
AgOr13,ethyl-propanoate,,-12,
AgOr15,ethyl-propanoate,,49,
AgOr16,ethyl-propanoate,,6,
AgOr18,ethyl-propanoate,,119,
AgOr20,ethyl-propanoate,,53,
AgOr21,ethyl-propanoate,,78,
AgOr23,ethyl-propanoate,,1,
AgOr25,ethyl-propanoate,,-15,
AgOr26,ethyl-propanoate,,17,
AgOr27,ethyl-propanoate,,15,
AgOr30,ethyl-propanoate,,22,
AgOr31,ethyl-propanoate,,3,
AgOr32,ethyl-propanoate,,26,
AgOr33,ethyl-propanoate,,-21,
AgOr35,ethyl-propanoate,,-6,
AgOr38,ethyl-propanoate,,52,
AgOr39,ethyl-propanoate,,52,
AgOr41,ethyl-propanoate,,-20,
AgOr42,ethyl-propanoate,,-3,
AgOr43,ethyl-propanoate,,-23,
AgOr44,ethyl-propanoate,,-18,
AgOr45,ethyl-propanoate,,-16,
AgOr46,ethyl-propanoate,,83,
AgOr48,ethyl-propanoate,,2,
AgOr50,ethyl-propanoate,,63,
AgOr53,ethyl-propanoate,,7,
AgOr54,ethyl-propanoate,,-30,
AgOr56,ethyl-propanoate,,73,
AgOr57,ethyl-propanoate,,150,
AgOr59,ethyl-propanoate,,-1,
AgOr61,ethyl-propanoate,,12,
AgOr63,ethyl-propanoate,,0,
AgOr64,ethyl-propanoate,,1,
AgOr65,ethyl-propanoate,,9,
AgOr66,ethyl-propanoate,,-8,
AgOr67,ethyl-propanoate,,-3,
AgOr73,ethyl-propanoate,,-7,
AgOr75,ethyl-propanoate,,9,
AgOr76,ethyl-propanoate,,-10,
AgOr1,methyl-propanoate,,-13,
AgOr2,methyl-propanoate,,8,
AgOr3,methyl-propanoate,,10,
AgOr4,methyl-propanoate,,32,
AgOr5,methyl-propanoate,,1,
AgOr6,methyl-propanoate,,24,
AgOr8,methyl-propanoate,,-8,
AgOr9,methyl-propanoate,,18,
AgOr10,methyl-propanoate,,0,
AgOr11,methyl-propanoate,,27,
AgOr12,methyl-propanoate,,127,
AgOr13,methyl-propanoate,,-2,
AgOr15,methyl-propanoate,,51,
AgOr16,methyl-propanoate,,4,
AgOr18,methyl-propanoate,,83,
AgOr20,methyl-propanoate,,18,
AgOr21,methyl-propanoate,,58,
AgOr23,methyl-propanoate,,-1,
AgOr25,methyl-propanoate,,-13,
AgOr26,methyl-propanoate,,8,
AgOr27,methyl-propanoate,,0,
AgOr30,methyl-propanoate,,8,
AgOr31,methyl-propanoate,,-1,
AgOr32,methyl-propanoate,,37,
AgOr33,methyl-propanoate,,-15,
AgOr35,methyl-propanoate,,-15,
AgOr38,methyl-propanoate,,12,
AgOr39,methyl-propanoate,,38,
AgOr41,methyl-propanoate,,-16,
AgOr42,methyl-propanoate,,-6,
AgOr43,methyl-propanoate,,-16,
AgOr44,methyl-propanoate,,-3,
AgOr45,methyl-propanoate,,-10,
AgOr46,methyl-propanoate,,34,
AgOr48,methyl-propanoate,,-4,
AgOr50,methyl-propanoate,,47,
AgOr53,methyl-propanoate,,19,
AgOr54,methyl-propanoate,,-23,
AgOr56,methyl-propanoate,,29,
AgOr57,methyl-propanoate,,144,
AgOr59,methyl-propanoate,,-7,
AgOr61,methyl-propanoate,,0,
AgOr63,methyl-propanoate,,1,
AgOr64,methyl-propanoate,,10,
AgOr65,methyl-propanoate,,1,
AgOr66,methyl-propanoate,,-8,
AgOr67,methyl-propanoate,,-15,
AgOr73,methyl-propanoate,,-7,
AgOr75,methyl-propanoate,,-17,
AgOr76,methyl-propanoate,,-6,
AgOr1,ethyl-butyrate,,-17,
AgOr2,ethyl-butyrate,,10,
AgOr3,ethyl-butyrate,,-5,
AgOr4,ethyl-butyrate,,67,
AgOr5,ethyl-butyrate,,-1,
AgOr6,ethyl-butyrate,,29,
AgOr8,ethyl-butyrate,,-6,
AgOr9,ethyl-butyrate,,57,
AgOr10,ethyl-butyrate,,7,
AgOr11,ethyl-butyrate,,23,
AgOr12,ethyl-butyrate,,73,
AgOr13,ethyl-butyrate,,-4,
AgOr15,ethyl-butyrate,,3,
AgOr16,ethyl-butyrate,,2,
AgOr18,ethyl-butyrate,,84,
AgOr20,ethyl-butyrate,,33,
AgOr21,ethyl-butyrate,,84,
AgOr23,ethyl-butyrate,,-3,
AgOr25,ethyl-butyrate,,-20,
AgOr26,ethyl-butyrate,,35,
AgOr27,ethyl-butyrate,,33,
AgOr30,ethyl-butyrate,,49,
AgOr31,ethyl-butyrate,,8,
AgOr32,ethyl-butyrate,,17,
AgOr33,ethyl-butyrate,,-26,
AgOr35,ethyl-butyrate,,-14,
AgOr38,ethyl-butyrate,,61,
AgOr39,ethyl-butyrate,,29,
AgOr41,ethyl-butyrate,,-27,
AgOr42,ethyl-butyrate,,-2,
AgOr43,ethyl-butyrate,,-27,
AgOr44,ethyl-butyrate,,-28,
AgOr45,ethyl-butyrate,,-17,
AgOr46,ethyl-butyrate,,124,
AgOr48,ethyl-butyrate,,15,
AgOr50,ethyl-butyrate,,50,
AgOr53,ethyl-butyrate,,13,
AgOr54,ethyl-butyrate,,-40,
AgOr56,ethyl-butyrate,,67,
AgOr57,ethyl-butyrate,,165,
AgOr59,ethyl-butyrate,,-2,
AgOr61,ethyl-butyrate,,3,
AgOr63,ethyl-butyrate,,12,
AgOr64,ethyl-butyrate,,11,
AgOr65,ethyl-butyrate,,23,
AgOr66,ethyl-butyrate,,-5,
AgOr67,ethyl-butyrate,,-21,
AgOr73,ethyl-butyrate,,-2,
AgOr75,ethyl-butyrate,,60,
AgOr76,ethyl-butyrate,,-6,
AgOr1,ethyl-hexanoate,,-6,
AgOr2,ethyl-hexanoate,,7,
AgOr3,ethyl-hexanoate,,4,
AgOr4,ethyl-hexanoate,,45,
AgOr5,ethyl-hexanoate,,-1,
AgOr6,ethyl-hexanoate,,-2,
AgOr8,ethyl-hexanoate,,25,
AgOr9,ethyl-hexanoate,,3,
AgOr10,ethyl-hexanoate,,-1,
AgOr11,ethyl-hexanoate,,3,
AgOr12,ethyl-hexanoate,,-4,
AgOr13,ethyl-hexanoate,,1,
AgOr15,ethyl-hexanoate,,-6,
AgOr16,ethyl-hexanoate,,0,
AgOr18,ethyl-hexanoate,,81,
AgOr20,ethyl-hexanoate,,7,
AgOr21,ethyl-hexanoate,,69,
AgOr23,ethyl-hexanoate,,-2,
AgOr25,ethyl-hexanoate,,-13,
AgOr26,ethyl-hexanoate,,24,
AgOr27,ethyl-hexanoate,,11,
AgOr30,ethyl-hexanoate,,111,
AgOr31,ethyl-hexanoate,,57,
AgOr32,ethyl-hexanoate,,57,
AgOr33,ethyl-hexanoate,,-7,
AgOr35,ethyl-hexanoate,,15,
AgOr38,ethyl-hexanoate,,2,
AgOr39,ethyl-hexanoate,,36,
AgOr41,ethyl-hexanoate,,-12,
AgOr42,ethyl-hexanoate,,-13,
AgOr43,ethyl-hexanoate,,-7,
AgOr44,ethyl-hexanoate,,-6,
AgOr45,ethyl-hexanoate,,-15,
AgOr46,ethyl-hexanoate,,59,
AgOr48,ethyl-hexanoate,,45,
AgOr50,ethyl-hexanoate,,24,
AgOr53,ethyl-hexanoate,,4,
AgOr54,ethyl-hexanoate,,-20,
AgOr56,ethyl-hexanoate,,21,
AgOr57,ethyl-hexanoate,,83,
AgOr59,ethyl-hexanoate,,-2,
AgOr61,ethyl-hexanoate,,0,
AgOr63,ethyl-hexanoate,,25,
AgOr64,ethyl-hexanoate,,0,
AgOr65,ethyl-hexanoate,,5,
AgOr66,ethyl-hexanoate,,-10,
AgOr67,ethyl-hexanoate,,-10,
AgOr73,ethyl-hexanoate,,-5,
AgOr75,ethyl-hexanoate,,68,
AgOr76,ethyl-hexanoate,,2,
AgOr1,methyl-octanoate,,-6,
AgOr2,methyl-octanoate,,-2,
AgOr3,methyl-octanoate,,3,
AgOr4,methyl-octanoate,,34,
AgOr5,methyl-octanoate,,0,
AgOr6,methyl-octanoate,,-1,
AgOr8,methyl-octanoate,,-6,
AgOr9,methyl-octanoate,,3,
AgOr10,methyl-octanoate,,2,
AgOr11,methyl-octanoate,,-2,
AgOr12,methyl-octanoate,,-9,
AgOr13,methyl-octanoate,,-4,
AgOr15,methyl-octanoate,,-1,
AgOr16,methyl-octanoate,,0,
AgOr18,methyl-octanoate,,16,
AgOr20,methyl-octanoate,,-4,
AgOr21,methyl-octanoate,,4,
AgOr23,methyl-octanoate,,0,
AgOr25,methyl-octanoate,,-11,
AgOr26,methyl-octanoate,,1,
AgOr27,methyl-octanoate,,1,
AgOr30,methyl-octanoate,,165,
AgOr31,methyl-octanoate,,69,
AgOr32,methyl-octanoate,,34,
AgOr33,methyl-octanoate,,-10,
AgOr35,methyl-octanoate,,-3,
AgOr38,methyl-octanoate,,-3,
AgOr39,methyl-octanoate,,36,
AgOr41,methyl-octanoate,,-10,
AgOr42,methyl-octanoate,,-7,
AgOr43,methyl-octanoate,,-4,
AgOr44,methyl-octanoate,,-5,
AgOr45,methyl-octanoate,,-14,
AgOr46,methyl-octanoate,,11,
AgOr48,methyl-octanoate,,105,
AgOr50,methyl-octanoate,,7,
AgOr53,methyl-octanoate,,4,
AgOr54,methyl-octanoate,,-15,
AgOr56,methyl-octanoate,,11,
AgOr57,methyl-octanoate,,32,
AgOr59,methyl-octanoate,,3,
AgOr61,methyl-octanoate,,-4,
AgOr63,methyl-octanoate,,6,
AgOr64,methyl-octanoate,,3,
AgOr65,methyl-octanoate,,-3,
AgOr66,methyl-octanoate,,-2,
AgOr67,methyl-octanoate,,-10,
AgOr73,methyl-octanoate,,-7,
AgOr75,methyl-octanoate,,46,
AgOr76,methyl-octanoate,,1,
AgOr1,heptane,,-2,
AgOr2,heptane,,-2,
AgOr3,heptane,,-6,
AgOr4,heptane,,18,
AgOr5,heptane,,-4,
AgOr6,heptane,,-1,
AgOr8,heptane,,-6,
AgOr9,heptane,,-3,
AgOr10,heptane,,-3,
AgOr11,heptane,,8,
AgOr12,heptane,,-4,
AgOr13,heptane,,-4,
AgOr15,heptane,,1,
AgOr16,heptane,,0,
AgOr18,heptane,,4,
AgOr20,heptane,,0,
AgOr21,heptane,,-1,
AgOr23,heptane,,-1,
AgOr25,heptane,,-9,
AgOr26,heptane,,1,
AgOr27,heptane,,-1,
AgOr30,heptane,,7,
AgOr31,heptane,,26,
AgOr32,heptane,,-4,
AgOr33,heptane,,-6,
AgOr35,heptane,,-8,
AgOr38,heptane,,14,
AgOr39,heptane,,27,
AgOr41,heptane,,-11,
AgOr42,heptane,,-2,
AgOr43,heptane,,-12,
AgOr44,heptane,,-4,
AgOr45,heptane,,-5,
AgOr46,heptane,,4,
AgOr48,heptane,,5,
AgOr50,heptane,,14,
AgOr53,heptane,,-2,
AgOr54,heptane,,-11,
AgOr56,heptane,,5,
AgOr57,heptane,,14,
AgOr59,heptane,,-5,
AgOr61,heptane,,-1,
AgOr63,heptane,,3,
AgOr64,heptane,,-2,
AgOr65,heptane,,5,
AgOr66,heptane,,-3,
AgOr67,heptane,,0,
AgOr73,heptane,,-3,
AgOr75,heptane,,45,
AgOr76,heptane,,-5,
AgOr1,1-chlorododecane,,0,
AgOr2,1-chlorododecane,,-4,
AgOr3,1-chlorododecane,,-2,
AgOr4,1-chlorododecane,,2,
AgOr5,1-chlorododecane,,-3,
AgOr6,1-chlorododecane,,-3,
AgOr8,1-chlorododecane,,-1,
AgOr9,1-chlorododecane,,2,
AgOr10,1-chlorododecane,,-1,
AgOr11,1-chlorododecane,,2,
AgOr12,1-chlorododecane,,1,
AgOr13,1-chlorododecane,,-2,
AgOr15,1-chlorododecane,,0,
AgOr16,1-chlorododecane,,1,
AgOr18,1-chlorododecane,,-3,
AgOr20,1-chlorododecane,,2,
AgOr21,1-chlorododecane,,4,
AgOr23,1-chlorododecane,,0,
AgOr25,1-chlorododecane,,-3,
AgOr26,1-chlorododecane,,0,
AgOr27,1-chlorododecane,,-1,
AgOr30,1-chlorododecane,,3,
AgOr31,1-chlorododecane,,3,
AgOr32,1-chlorododecane,,-5,
AgOr33,1-chlorododecane,,-4,
AgOr35,1-chlorododecane,,-2,
AgOr38,1-chlorododecane,,2,
AgOr39,1-chlorododecane,,4,
AgOr41,1-chlorododecane,,0,
AgOr42,1-chlorododecane,,2,
AgOr43,1-chlorododecane,,-4,
AgOr44,1-chlorododecane,,1,
AgOr45,1-chlorododecane,,-11,
AgOr46,1-chlorododecane,,3,
AgOr48,1-chlorododecane,,2,
AgOr50,1-chlorododecane,,3,
AgOr53,1-chlorododecane,,-2,
AgOr54,1-chlorododecane,,-7,
AgOr56,1-chlorododecane,,-1,
AgOr57,1-chlorododecane,,2,
AgOr59,1-chlorododecane,,4,
AgOr61,1-chlorododecane,,-2,
AgOr63,1-chlorododecane,,1,
AgOr64,1-chlorododecane,,1,
AgOr65,1-chlorododecane,,-3,
AgOr66,1-chlorododecane,,-1,
AgOr67,1-chlorododecane,,-2,
AgOr73,1-chlorododecane,,-1,
AgOr75,1-chlorododecane,,-5,
AgOr76,1-chlorododecane,,-2,
AgOr1,5α-androst-16-one,,-1,
AgOr2,5α-androst-16-one,,4,
AgOr3,5α-androst-16-one,,1,
AgOr4,5α-androst-16-one,,0,
AgOr5,5α-androst-16-one,,5,
AgOr6,5α-androst-16-one,,2,
AgOr8,5α-androst-16-one,,7,
AgOr9,5α-androst-16-one,,3,
AgOr10,5α-androst-16-one,,2,
AgOr11,5α-androst-16-one,,0,
AgOr12,5α-androst-16-one,,5,
AgOr13,5α-androst-16-one,,2,
AgOr15,5α-androst-16-one,,-2,
AgOr16,5α-androst-16-one,,0,
AgOr18,5α-androst-16-one,,8,
AgOr20,5α-androst-16-one,,-1,
AgOr21,5α-androst-16-one,,1,
AgOr23,5α-androst-16-one,,0,
AgOr25,5α-androst-16-one,,-3,
AgOr26,5α-androst-16-one,,2,
AgOr27,5α-androst-16-one,,-3,
AgOr30,5α-androst-16-one,,-2,
AgOr31,5α-androst-16-one,,-2,
AgOr32,5α-androst-16-one,,5,
AgOr33,5α-androst-16-one,,1,
AgOr35,5α-androst-16-one,,0,
AgOr38,5α-androst-16-one,,0,
AgOr39,5α-androst-16-one,,-1,
AgOr41,5α-androst-16-one,,3,
AgOr42,5α-androst-16-one,,2,
AgOr43,5α-androst-16-one,,3,
AgOr44,5α-androst-16-one,,1,
AgOr45,5α-androst-16-one,,-2,
AgOr46,5α-androst-16-one,,5,
AgOr48,5α-androst-16-one,,-1,
AgOr50,5α-androst-16-one,,5,
AgOr53,5α-androst-16-one,,3,
AgOr54,5α-androst-16-one,,-1,
AgOr56,5α-androst-16-one,,-1,
AgOr57,5α-androst-16-one,,1,
AgOr59,5α-androst-16-one,,0,
AgOr61,5α-androst-16-one,,1,
AgOr63,5α-androst-16-one,,2,
AgOr64,5α-androst-16-one,,-1,
AgOr65,5α-androst-16-one,,-1,
AgOr66,5α-androst-16-one,,-1,
AgOr67,5α-androst-16-one,,-2,
AgOr73,5α-androst-16-one,,1,
AgOr75,5α-androst-16-one,,-1,
AgOr76,5α-androst-16-one,,-1,
AgOr1,5α-androsten-3α-ol,,4,
AgOr2,5α-androsten-3α-ol,,3,
AgOr3,5α-androsten-3α-ol,,0,
AgOr4,5α-androsten-3α-ol,,12,
AgOr5,5α-androsten-3α-ol,,14,
AgOr6,5α-androsten-3α-ol,,19,
AgOr8,5α-androsten-3α-ol,,0,
AgOr9,5α-androsten-3α-ol,,10,
AgOr10,5α-androsten-3α-ol,,4,
AgOr11,5α-androsten-3α-ol,,5,
AgOr12,5α-androsten-3α-ol,,11,
AgOr13,5α-androsten-3α-ol,,25,
AgOr15,5α-androsten-3α-ol,,20,
AgOr16,5α-androsten-3α-ol,,0,
AgOr18,5α-androsten-3α-ol,,29,
AgOr20,5α-androsten-3α-ol,,17,
AgOr21,5α-androsten-3α-ol,,34,
AgOr23,5α-androsten-3α-ol,,6,
AgOr25,5α-androsten-3α-ol,,3,
AgOr26,5α-androsten-3α-ol,,3,
AgOr27,5α-androsten-3α-ol,,4,
AgOr30,5α-androsten-3α-ol,,1,
AgOr31,5α-androsten-3α-ol,,16,
AgOr32,5α-androsten-3α-ol,,6,
AgOr33,5α-androsten-3α-ol,,-7,
AgOr35,5α-androsten-3α-ol,,-15,
AgOr38,5α-androsten-3α-ol,,-1,
AgOr39,5α-androsten-3α-ol,,2,
AgOr41,5α-androsten-3α-ol,,-4,
AgOr42,5α-androsten-3α-ol,,-1,
AgOr43,5α-androsten-3α-ol,,-12,
AgOr44,5α-androsten-3α-ol,,-5,
AgOr45,5α-androsten-3α-ol,,2,
AgOr46,5α-androsten-3α-ol,,30,
AgOr48,5α-androsten-3α-ol,,26,
AgOr50,5α-androsten-3α-ol,,7,
AgOr53,5α-androsten-3α-ol,,43,
AgOr54,5α-androsten-3α-ol,,-12,
AgOr56,5α-androsten-3α-ol,,20,
AgOr57,5α-androsten-3α-ol,,35,
AgOr59,5α-androsten-3α-ol,,-1,
AgOr61,5α-androsten-3α-ol,,5,
AgOr63,5α-androsten-3α-ol,,0,
AgOr64,5α-androsten-3α-ol,,16,
AgOr65,5α-androsten-3α-ol,,4,
AgOr66,5α-androsten-3α-ol,,-8,
AgOr67,5α-androsten-3α-ol,,-1,
AgOr73,5α-androsten-3α-ol,,18,
AgOr75,5α-androsten-3α-ol,,0,
AgOr76,5α-androsten-3α-ol,,-1,
